recipe_id,recipe_name,row_order,row_type,ing_name,ing_qty,sr28_long_desc,ndb_no,portion_desc,portion_grams,serving_count,notes,game_food,animal
SWEET_013,Chocolate Cream Pie,4,ingredient,heavy cream,1/2 cup,"Cream, fluid, heavy whipping",1053,g,115,1,section=filling,,
SWEET_013,Chocolate Cream Pie,5,ingredient,sugar,2/3 cup,"Sugars, granulated",19335,g,133,1,section=filling,,
SWEET_013,Chocolate Cream Pie,6,ingredient,cornstarch,3 tablespoons,Cornstarch,20027,g,24,1,section=filling,,
SWEET_013,Chocolate Cream Pie,7,ingredient,unsweetened cocoa powder,2 tablespoons,"Cocoa, dry powder, unsweetened",19165,g,10,1,section=filling,,
SWEET_013,Chocolate Cream Pie,8,ingredient,salt,1/8 teaspoon,"Salt, table",2047,g,0.75,1,section=filling,,
SWEET_013,Chocolate Cream Pie,9,ingredient,egg yolks (lightly beaten),4 large yolks,"Egg, yolk, raw, fresh",1125,g,68,1,section=filling,,
SWEET_013,Chocolate Cream Pie,10,ingredient,"semisweet chocolate, chopped",8 ounces,"Candies, semisweet chocolate",19080,g,227,1,section=filling,,
SWEET_013,Chocolate Cream Pie,11,ingredient,butter,3 tablespoons,"Butter, without salt",1145,g,42,1,section=filling,,
SWEET_013,Chocolate Cream Pie,12,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=filling,,
SWEET_013,Chocolate Cream Pie,13,ingredient,heavy cream,1 cup,"Cream, fluid, heavy whipping",1053,g,230,1,section=topping,,
SWEET_013,Chocolate Cream Pie,14,ingredient,powdered sugar,2 tablespoons,"Sugars, powdered",19336,g,15,1,section=topping,,
SWEET_013,Chocolate Cream Pie,15,ingredient,vanilla extract,1/2 teaspoon,Vanilla extract,2050,g,2.1,1,optional;section=topping,,
SWEET_014,Coconut Cream Pie,0,dish,,custom (g),"Pie, coconut cream, prepared from mix, no-bake type",18314,custom (g),100.0,1,,,
SWEET_014,Coconut Cream Pie,1,ingredient,all-purpose flour,1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,188,1,section=crust,,
SWEET_014,Coconut Cream Pie,2,ingredient,salt,1/2 teaspoon,"Salt, table",2047,g,3,1,section=crust,,
SWEET_014,Coconut Cream Pie,3,ingredient,"cold unsalted butter, cubed",6 tablespoons,"Butter, without salt",1145,g,85,1,section=crust,,
SWEET_014,Coconut Cream Pie,4,ingredient,ice water (more as needed),3 tablespoons,"Water, tap, drinking",14411,g,45,1,section=crust,,
SWEET_014,Coconut Cream Pie,5,ingredient,half-and-half,1 cup,"Cream, fluid, half and half",1049,g,242,1,section=filling,,
SWEET_014,Coconut Cream Pie,6,ingredient,"canned coconut milk (full-fat, well shaken)",1 can (13.5 oz),"Nuts, coconut milk, canned",12118,g,400,1,section=filling,,
SWEET_014,Coconut Cream Pie,7,ingredient,sugar,2/3 cup,"Sugars, granulated",19335,g,133,1,section=filling,,
SWEET_014,Coconut Cream Pie,8,ingredient,cornstarch,4 tablespoons,Cornstarch,20027,g,32,1,section=filling,,
SWEET_014,Coconut Cream Pie,9,ingredient,salt,1/2 teaspoon,"Salt, table",2047,g,3,1,section=filling,,
SWEET_014,Coconut Cream Pie,10,ingredient,egg yolks (lightly beaten),4 large yolks,"Egg, yolk, raw, fresh",1125,g,68,1,section=filling,,
SWEET_014,Coconut Cream Pie,11,ingredient,butter,2 tablespoons,"Butter, without salt",1145,g,28,1,section=filling,,
SWEET_014,Coconut Cream Pie,12,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=filling,,
SWEET_014,Coconut Cream Pie,13,ingredient,sweetened flaked coconut,1 cup,"Nuts, coconut meat, dried, sweetened, flaked",12109,g,74,1,section=filling,,
SWEET_014,Coconut Cream Pie,14,ingredient,heavy cream,1 1/2 cups,"Cream, fluid, heavy whipping",1053,g,345,1,section=topping,,
SWEET_014,Coconut Cream Pie,15,ingredient,powdered sugar,2 tablespoons,"Sugars, powdered",19336,g,15,1,section=topping,,
SWEET_014,Coconut Cream Pie,16,ingredient,vanilla extract,1/2 teaspoon,Vanilla extract,2050,g,2.1,1,optional;section=topping,,
SWEET_014,Coconut Cream Pie,17,ingredient,"sweetened flaked coconut, lightly toasted (for garnish)",1/4 cup,"Nuts, coconut meat, dried, sweetened, flaked",12109,g,18,1,optional;section=topping,,
SWEET_015,Egg Custard Pie,0,dish,,custom (g),"Pie, egg custard, commercially prepared",18317,custom (g),100.0,1,,,
SWEET_015,Egg Custard Pie,1,ingredient,all-purpose flour,1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,188,1,section=crust,,
SWEET_015,Egg Custard Pie,2,ingredient,salt,1/2 teaspoon,"Salt, table",2047,g,3,1,section=crust,,
SWEET_015,Egg Custard Pie,3,ingredient,"cold unsalted butter, cubed",6 tablespoons,"Butter, without salt",1145,g,85,1,section=crust,,
SWEET_015,Egg Custard Pie,4,ingredient,ice water (more as needed),3 tablespoons,"Water, tap, drinking",14411,g,45,1,section=crust,,
SWEET_015,Egg Custard Pie,5,ingredient,large eggs,4 large eggs,"Egg, whole, raw, fresh",1123,g,200,1,section=filling,,
SWEET_015,Egg Custard Pie,6,ingredient,sugar,3/4 cup,"Sugars, granulated",19335,g,150,1,section=filling,,
SWEET_015,Egg Custard Pie,7,ingredient,salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=filling,,
SWEET_015,Egg Custard Pie,8,ingredient,"ground nutmeg, plus more for sprinkling",1/4 teaspoon,"Spices, nutmeg, ground",2025,g,0.55,1,section=filling,,
SWEET_015,Egg Custard Pie,9,ingredient,"whole milk, scalded",2 1/2 cups,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,610,1,section=filling,,
SWEET_015,Egg Custard Pie,10,ingredient,vanilla extract,2 teaspoons,Vanilla extract,2050,g,8.4,1,section=filling,,
SWEET_016,White Cake (No Frosting),0,dish,,custom (g),"Cake, white, prepared from recipe without frosting",18139,custom (g),100.0,1,,,
SWEET_016,White Cake (No Frosting),1,ingredient,"all-purpose flour, sifted",2 1/4 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,281,1,section=cake,,
SWEET_016,White Cake (No Frosting),2,ingredient,baking powder,1 tablespoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,12,1,section=cake,,
SWEET_016,White Cake (No Frosting),3,ingredient,salt,5/8 teaspoon,"Salt, table",2047,g,3.75,1,section=cake,,
SWEET_016,White Cake (No Frosting),4,ingredient,"vegetable shortening, room temperature",1/2 cup + 2 1/4 teaspoons,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,105,1,section=cake,,
SWEET_016,White Cake (No Frosting),5,ingredient,sugar,1 1/2 cups + 1 tablespoon,"Sugars, granulated",19335,g,312.5,1,section=cake,,
SWEET_016,White Cake (No Frosting),6,ingredient,"whole milk, room temperature",1 cup,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,244,1,section=cake,,
SWEET_016,White Cake (No Frosting),7,ingredient,pure vanilla extract,2 teaspoons,Vanilla extract,2050,g,8.4,1,section=cake,,
SWEET_016,White Cake (No Frosting),8,ingredient,"egg whites, room temperature",4 large whites,"Egg, white, raw, fresh",1124,g,132,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,0,dish,,custom (g),"Cake, white, prepared from recipe with coconut frosting",18102,custom (g),100.0,1,,,
SWEET_017,White Cake with Coconut Frosting,1,ingredient,"all-purpose flour, sifted",2 1/4 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,281,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,2,ingredient,baking powder,1 tablespoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,12,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,3,ingredient,salt,5/8 teaspoon,"Salt, table",2047,g,3.75,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,4,ingredient,"vegetable shortening, room temperature",1/2 cup + 2 tablespoons + 1/2 teaspoon,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,124,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,5,ingredient,sugar,1 1/2 cups + 1 tablespoon,"Sugars, granulated",19335,g,312.5,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,6,ingredient,"whole milk, room temperature",1 cup,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,244,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,7,ingredient,pure vanilla extract,2 teaspoons,Vanilla extract,2050,g,8.4,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,8,ingredient,"egg whites, room temperature",4 large whites,"Egg, white, raw, fresh",1124,g,132,1,section=cake,,
SWEET_017,White Cake with Coconut Frosting,9,ingredient,granulated sugar (for frosting),2 1/2 cups,"Sugars, granulated",19335,g,500,1,section=frosting,,
SWEET_017,White Cake with Coconut Frosting,10,ingredient,light corn syrup,2 tablespoons,"Syrups, corn, light",19350,g,41,1,section=frosting,,
SWEET_017,White Cake with Coconut Frosting,11,ingredient,water,1/3 cup,"Water, tap, drinking",14411,g,79,1,section=frosting,,
SWEET_017,White Cake with Coconut Frosting,12,ingredient,egg whites,6 large whites,"Egg, white, raw, fresh",1124,g,198,1,section=frosting,,
SWEET_017,White Cake with Coconut Frosting,13,ingredient,pinch of salt,1/2 teaspoon,"Salt, table",2047,g,3,1,section=frosting,,
SWEET_017,White Cake with Coconut Frosting,14,ingredient,pure vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=frosting,,
SWEET_017,White Cake with Coconut Frosting,15,ingredient,"sweetened flaked coconut (about 1/2 cup folded into frosting, remainder pressed onto top and sides)",1 1/2 cups,"Nuts, coconut meat, dried, sweetened, flaked",12109,g,111,1,section=frosting,,
SWEET_018,Yellow Cake (No Frosting),0,dish,,custom (g),"Cake, yellow, prepared from recipe without frosting",18146,custom (g),100.0,1,,,
SWEET_018,Yellow Cake (No Frosting),1,ingredient,"all-purpose flour, sifted",1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,187,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),2,ingredient,sifted cake flour,1/2 cup,"Wheat flour, white, cake, enriched",20084,g,62.5,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),3,ingredient,granulated sugar,1 1/4 cups,"Sugars, granulated",19335,g,250,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),4,ingredient,baking powder,2 teaspoons,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,8,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),5,ingredient,salt,3/4 teaspoon,"Salt, table",2047,g,4.5,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),6,ingredient,"unsalted butter, soft",1/4 cup,"Butter, without salt",1145,g,57,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),7,ingredient,"vegetable shortening, soft",1/4 cup + 1 tablespoon,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,61,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),8,ingredient,whole milk,3/4 cup,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,183,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),9,ingredient,pure vanilla extract,1 1/4 teaspoons,Vanilla extract,2050,g,5.25,1,section=cake,,
SWEET_018,Yellow Cake (No Frosting),10,ingredient,"large eggs, unbeaten",2 large,"Egg, whole, raw, fresh",1123,g,100,1,section=cake,,
SWEET_019,Chocolate Glaze with Butter,0,dish,,custom (g),"Frostings, glaze, chocolate, prepared-from-recipe, with butter, NFSMI Recipe No. C-32",19409,custom (g),100.0,1,,,
SWEET_019,Chocolate Glaze with Butter,1,ingredient,powdered sugar,1 cup,"Sugars, powdered",19336,g,120,1,section=frosting,,
SWEET_019,Chocolate Glaze with Butter,2,ingredient,unsweetened cocoa powder,1 tablespoon,"Cocoa, dry powder, unsweetened",19165,g,5,1,section=frosting,,
SWEET_019,Chocolate Glaze with Butter,3,ingredient,"unsalted butter, melted",2 1/2 teaspoons,"Butter, without salt",1145,g,12,1,section=frosting,,
SWEET_019,Chocolate Glaze with Butter,4,ingredient,evaporated milk,1 tablespoon + 1 teaspoon,"Milk, canned, evaporated, with added vitamin D",1096,g,21,1,section=frosting,,
SWEET_019,Chocolate Glaze with Butter,5,ingredient,boiling water,2 1/2 teaspoons,"Water, tap, drinking",14411,g,12,1,section=frosting,,
SWEET_019,Chocolate Glaze with Butter,6,ingredient,pure vanilla extract,1/2 teaspoon,Vanilla extract,2050,g,2.1,1,section=frosting,,
SWEET_019,Chocolate Glaze with Butter,7,ingredient,salt,scant 1/8 teaspoon,"Salt, table",2047,g,0.5,1,section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,0,dish,,custom (g),"Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery",18140,custom (g),100.0,1,,,
SWEET_020,Yellow Cake with Chocolate Glaze,1,ingredient,"all-purpose flour, sifted",2 2/3 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,333,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,2,ingredient,baking soda,1/4 teaspoon,"Leavening agents, baking soda",18372,g,1.2,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,3,ingredient,granulated sugar,1 3/4 cups,"Sugars, granulated",19335,g,350,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,4,ingredient,baking powder,2 1/2 teaspoons,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,10,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,5,ingredient,salt,1 teaspoon,"Salt, table",2047,g,6,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,6,ingredient,"unsalted butter, soft",3/4 cup,"Butter, without salt",1145,g,170,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,7,ingredient,whole buttermilk,1 cup,"Milk, buttermilk, fluid, whole",1230,g,244,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,8,ingredient,pure vanilla extract,1 tablespoon,Vanilla extract,2050,g,12.6,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,9,ingredient,"large eggs, unbeaten",3 large,"Egg, whole, raw, fresh",1123,g,150,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,10,ingredient,large egg yolks,2 large yolks,"Egg, yolk, raw, fresh",1125,g,34,1,section=cake,,
SWEET_020,Yellow Cake with Chocolate Glaze,11,ingredient,powdered sugar,3 cups,"Sugars, powdered",19336,g,360,1,section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,12,ingredient,unsweetened cocoa powder,2/3 cup,"Cocoa, dry powder, unsweetened",19165,g,57,1,section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,13,ingredient,"unsalted butter, melted",1/2 cup,"Butter, without salt",1145,g,113,1,section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,14,ingredient,whole milk,1/3 cup,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,83,1,section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,15,ingredient,boiling water if needed for consistency,1-2 tablespoons,"Water, tap, drinking",14411,g,18,1,optional;section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,16,ingredient,pure vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=frosting,,
SWEET_020,Yellow Cake with Chocolate Glaze,17,ingredient,salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=frosting,,
SWEET_021,Gingerbread,0,dish,,custom (g),"Cake, gingerbread, prepared from recipe",18116,custom (g),100.0,1,,,
SWEET_021,Gingerbread,1,ingredient,"all-purpose flour, sifted",2 1/4 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,281,1,section=cake,,
SWEET_021,Gingerbread,2,ingredient,"unsalted butter, softened",1/4 cup,"Butter, without salt",1145,g,57,1,section=cake,,
SWEET_021,Gingerbread,3,ingredient,vegetable shortening,1/2 cup,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,96,1,section=cake,,
SWEET_021,Gingerbread,4,ingredient,packed light brown sugar,1/3 cup,"Sugars, brown",19334,g,73,1,section=cake,,
SWEET_021,Gingerbread,5,ingredient,unsulphured molasses,3/4 cup,Molasses,19304,g,252,1,section=cake,,
SWEET_021,Gingerbread,6,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,section=cake,,
SWEET_021,Gingerbread,7,ingredient,hot water,3/4 cup,"Water, tap, drinking",14411,g,170,1,section=cake,,
SWEET_021,Gingerbread,8,ingredient,baking soda,1 teaspoon,"Leavening agents, baking soda",18372,g,4.6,1,section=cake,,
SWEET_021,Gingerbread,9,ingredient,ground ginger,1 1/2 teaspoons,"Spices, ginger, ground",2021,g,2.7,1,section=cake,,
SWEET_021,Gingerbread,10,ingredient,ground cinnamon,1 teaspoon,"Spices, cinnamon, ground",2010,g,2.6,1,section=cake,,
SWEET_021,Gingerbread,11,ingredient,ground cloves,1/2 teaspoon,"Spices, cloves, ground",2011,g,1,1,section=cake,,
SWEET_021,Gingerbread,12,ingredient,salt,3/4 teaspoon,"Salt, table",2047,g,4.5,1,section=cake,,
SWEET_021,Gingerbread,13,ingredient,ginger puree or grated fresh gingerroot (optional),1 tablespoon,"Ginger root, raw",11216,g,6,1,optional;section=cake,,
SWEET_022,Pineapple Upside-Down Cake,0,dish,,custom (g),"Cake, pineapple upside-down, prepared from recipe",18119,custom (g),100.0,1,,,
SWEET_022,Pineapple Upside-Down Cake,1,ingredient,"unsalted butter, melted (for the topping)",3 tablespoons,"Butter, without salt",1145,g,43,1,section=topping,,
SWEET_022,Pineapple Upside-Down Cake,2,ingredient,packed light brown sugar,2/3 cup,"Sugars, brown",19334,g,147,1,section=topping,,
SWEET_022,Pineapple Upside-Down Cake,3,ingredient,"pineapple slices, drained (reserve juice)",5 slices,"Pineapple, canned, juice pack, drained",9354,g,200,1,section=topping,,
SWEET_022,Pineapple Upside-Down Cake,4,ingredient,"maraschino cherries, drained",5 cherries,"Maraschino cherries, canned, drained",9328,g,25,1,section=topping,,
SWEET_022,Pineapple Upside-Down Cake,5,ingredient,"all-purpose flour, sifted",1 1/2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,187,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,6,ingredient,granulated sugar,3/4 cup,"Sugars, granulated",19335,g,150,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,7,ingredient,baking powder,2 teaspoons,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,8,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,8,ingredient,salt,7/8 teaspoon,"Salt, table",2047,g,5.25,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,9,ingredient,vegetable shortening,6 tablespoons,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,77,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,10,ingredient,whole milk,1/2 cup,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,122,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,11,ingredient,pure vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,12,ingredient,large egg,1 large,"Egg, whole, raw, fresh",1123,g,50,1,section=cake,,
SWEET_022,Pineapple Upside-Down Cake,13,ingredient,ground cinnamon (optional),1/2 teaspoon,"Spices, cinnamon, ground",2010,g,1.3,1,optional;section=cake,,
SWEET_022,Pineapple Upside-Down Cake,14,ingredient,ground cloves (optional),1/4 teaspoon,"Spices, cloves, ground",2011,g,0.5,1,optional;section=cake,,
SWEET_022,Pineapple Upside-Down Cake,15,ingredient,ground ginger (optional),1/2 teaspoon,"Spices, ginger, ground",2021,g,0.9,1,optional;section=cake,,
SWEET_023,Shortcake (Biscuit-Type),0,dish,,custom (g),"Cake, shortcake, biscuit-type, prepared from recipe",18126,custom (g),100.0,1,,,
SWEET_023,Shortcake (Biscuit-Type),1,ingredient,all-purpose flour,2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,250,1,section=biscuit,,
SWEET_023,Shortcake (Biscuit-Type),2,ingredient,granulated sugar,3 tablespoons,"Sugars, granulated",19335,g,37,1,section=biscuit,,
SWEET_023,Shortcake (Biscuit-Type),3,ingredient,double-acting baking powder,1 tablespoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,12,1,section=biscuit,,
SWEET_023,Shortcake (Biscuit-Type),4,ingredient,table salt,1/2 teaspoon,"Salt, table",2047,g,3,1,section=biscuit,,
SWEET_023,Shortcake (Biscuit-Type),5,ingredient,vegetable shortening,1/3 cup,"Shortening, household, soybean (partially hydrogenated)-cottonseed (partially hydrogenated)",4031,g,64,1,section=biscuit,,
SWEET_023,Shortcake (Biscuit-Type),6,ingredient,whole milk,2/3 cup,"Milk, whole, 3.25% milkfat, with added vitamin D",1077,g,163,1,section=biscuit,,
SWEET_024,Hot-Water Sponge Cake,0,dish,,custom (g),"Cake, sponge, prepared from recipe",18134,custom (g),100.0,1,,,
SWEET_024,Hot-Water Sponge Cake,1,ingredient,5 large egg yolks,5 large yolks,"Egg, yolk, raw, fresh",1125,g,85,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,2,ingredient,5 large egg whites,5 large whites,"Egg, white, raw, fresh",1124,g,165,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,3,ingredient,granulated sugar,1 cup,"Sugars, granulated",19335,g,200,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,4,ingredient,sifted cake flour,1 cup,"Wheat flour, white, cake, enriched",20084,g,114,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,5,ingredient,hot water (about 180°F),1/4 cup hot,"Water, tap, drinking",14411,g,60,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,6,ingredient,fresh lemon juice,1 tablespoon,"Lemon juice, raw",9152,g,15,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,7,ingredient,pure vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,8,ingredient,table salt,scant 1/2 teaspoon,"Salt, table",2047,g,2.25,1,section=cake,,
SWEET_024,Hot-Water Sponge Cake,9,ingredient,cream of tartar,1/4 teaspoon,"Leavening agents, cream of tartar",18373,g,0.75,1,section=cake,,
SWEET_025,Angel Food Cake,0,dish,,custom (g),"Cake, angelfood, commercially prepared",18086,custom (g),100.0,1,,,
SWEET_025,Angel Food Cake,1,ingredient,12 large egg whites (about 1 1/2 cups),12 large whites,"Egg, white, raw, fresh",1124,g,396,1,section=cake,,
SWEET_025,Angel Food Cake,2,ingredient,granulated sugar,1 1/2 cups,"Sugars, granulated",19335,g,300,1,section=cake,,
SWEET_025,Angel Food Cake,3,ingredient,sifted cake flour,1 cup,"Wheat flour, white, cake, enriched",20084,g,114,1,section=cake,,
SWEET_025,Angel Food Cake,4,ingredient,cream of tartar,1 1/2 teaspoons,"Leavening agents, cream of tartar",18373,g,4.5,1,section=cake,,
SWEET_025,Angel Food Cake,5,ingredient,table salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=cake,,
SWEET_025,Angel Food Cake,6,ingredient,pure vanilla extract,1 1/2 teaspoons,Vanilla extract,2050,g,6.3,1,section=cake,,
SWEET_026,Cheesecake (NY-Style),0,dish,,custom (g),Cheesecake commercially prepared,18147,custom (g),100.0,1,,,
SWEET_026,Cheesecake (NY-Style),1,ingredient,graham cracker crumbs (about 12 crackers),1 1/2 cups crushed,"Cookies, graham crackers, plain or honey",18173,g,150,1,section=crust,,
SWEET_026,Cheesecake (NY-Style),2,ingredient,sugar,2 tablespoons,"Sugars, granulated",19335,g,25,1,section=crust,,
SWEET_026,Cheesecake (NY-Style),3,ingredient,unsalted butter (melted),5 tablespoons,"Butter, without salt",1145,g,70,1,section=crust,,
SWEET_026,Cheesecake (NY-Style),4,ingredient,salt,pinch,"Salt, table",2047,g,0.75,1,section=crust,,
SWEET_026,Cheesecake (NY-Style),5,ingredient,"full-fat cream cheese, room temperature",32 oz (4 blocks),"Cheese, cream",1017,g,908,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),6,ingredient,sugar,1 1/4 cups,"Sugars, granulated",19335,g,250,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),7,ingredient,salt,1/4 teaspoon,"Salt, table",2047,g,1.5,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),8,ingredient,"full-fat sour cream, room temperature",1/2 cup,"Cream, sour, cultured",1056,g,115,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),9,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),10,ingredient,large egg (room temperature),4 large eggs,"Egg, whole, raw, fresh",1123,g,200,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),11,ingredient,egg yolks,1 large yolk,"Egg, yolk, raw, fresh",1125,g,17,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),12,ingredient,all-purpose flour,2 tablespoons,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,16,1,section=filling,,
SWEET_026,Cheesecake (NY-Style),13,ingredient,freshly grated lemon zest,1 teaspoon,"Lemon peel, raw",9156,g,2,1,section=filling,,
SWEET_027,Sour Cream Coffee Cake,0,dish,,custom (g),"Coffeecake, cinnamon with crumb topping, commercially prepared, enriched",18104,custom (g),100.0,1,,,
SWEET_027,Sour Cream Coffee Cake,1,ingredient,all-purpose flour,2 cups,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,240,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,2,ingredient,baking powder,1 teaspoon,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",18369,g,4,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,3,ingredient,baking soda,1/4 teaspoon,"Leavening agents, baking soda",18372,g,1.2,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,4,ingredient,salt,1/2 teaspoon,"Salt, table",2047,g,3,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,5,ingredient,unsalted butter (room temperature),8 tablespoons,"Butter, without salt",1145,g,113,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,6,ingredient,sugar,1 cup,"Sugars, granulated",19335,g,198,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,7,ingredient,large egg (room temperature),2 large eggs,"Egg, whole, raw, fresh",1123,g,100,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,8,ingredient,vanilla extract,1 teaspoon,Vanilla extract,2050,g,4.2,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,9,ingredient,sour cream (room temperature),1 cup,"Cream, sour, cultured",1056,g,230,1,section=cake,,
SWEET_027,Sour Cream Coffee Cake,10,ingredient,all-purpose enriched white flour,1/2 cup,"Wheat flour, white, all-purpose, enriched, bleached",20081,g,60,1,section=topping,,
SWEET_027,Sour Cream Coffee Cake,11,ingredient,light brown sugar,1/4 cup packed,"Sugars, brown",19334,g,55,1,section=topping,,
SWEET_027,Sour Cream Coffee Cake,12,ingredient,ground cinnamon,1 teaspoon,"Spices, cinnamon, ground",2010,g,2.6,1,section=topping,,
SWEET_027,Sour Cream Coffee Cake,13,ingredient,salt,pinch,"Salt, table",2047,g,0.75,1,section=topping,,
SWEET_027,Sour Cream Coffee Cake,14,ingredient,unsalted butter (cold cut into pieces),3 tablespoons,"Butter, without salt",1145,g,43,1,section=topping,,
